1.470,19.3,24.7,28.0,28.7,26.7,17.3,24.7,27.3,16.0,-4.0,-14.7,10.7
1.477,17.3,23.3,27.3,28.7,27.3,18.7,24.0,26.0,19.3,-2.0,-14.7,12.0
1.484,15.3,22.0,26.7,28.7,27.3,20.0,20.7,25.3,21.3,-1.3,-14.0,13.3
1.491,13.3,21.3,26.0,28.0,28.0,20.7,19.3,24.0,22.7,0.0,-14.0,14.7
1.498,11.3,19.3,24.7,28.0,28.0,22.0,17.3,22.7,24.0,1.3,-13.3,16.0
1.505,9.3,18.0,24.0,27.3,28.0,22.7,15.3,22.0,24.7,2.0,-12.7,16.7
1.512,6.7,16.7,22.7,26.0,28.0,23.3,13.3,20.7,25.3,3.3,-12.0,18.0
1.519,4.7,14.7,21.3,25.3,27.3,24.0,12.0,20.0,25.3,4.7,-10.7,19.3
1.526,2.7,12.7,20.0,24.7,27.3,24.7,10.0,18.7,24.0,8.0,-9.3,20.7
1.533,0.0,11.3,18.7,23.3,26.7,25.3,6.7,16.0,22.7,10.0,-8.7,21.3
1.540,-1.3,9.3,16.7,22.0,26.0,25.3,4.0,14.7,21.3,12.0,-7.3,22.0
1.547,-4.0,7.3,15.3,21.3,25.3,26.0,2.0,12.7,20.0,14.0,-6.0,22.7
1.554,-6.0,5.3,13.3,20.0,24.7,26.0,0.0,11.3,18.7,16.0,-4.7,23.3
1.561,-8.0,3.3,12.0,18.0,23.3,26.0,-1.3,10.7,17.3,18.0,-2.7,23.3
1.568,-10.0,1.3,10.0,16.7,22.7,26.0,-3.3,9.3,16.0,19.3,-1.3,24.0
1.575,-12.7,0.0,8.0,15.3,21.3,25.3,-4.7,8.0,14.7,20.0,2.0,24.7
1.582,-14.0,-1.3,6.7,13.3,20.0,24.7,-6.7,6.0,12.0,18.7,4.0,24.7
1.589,-16.0,-3.3,4.7,12.0,19.3,24.7,-10.0,2.7,10.0,18.0,6.0,24.7
1.596,-18.0,-5.3,2.7,10.0,17.3,24.0,-12.0,0.7,8.7,16.0,8.0,24.7
1.603,-20.0,-7.3,0.7,8.7,16.0,23.3,-14.0,-1.3,7.3,14.0,10.7,24.0
1.610,-21.3,-9.3,-0.7,6.7,14.7,22.0,-16.0,-2.7,6.0,12.7,13.3,24.0
1.617,-22.7,-11.3,-2.7,4.7,13.3,21.3,-18.0,-4.0,4.7,11.3,15.3,24.0
1.624,-24.0,-13.3,-4.7,2.7,11.3,20.0,-19.3,-5.3,3.3,10.0,16.7,24.0
1.631,-25.3,-15.3,-6.7,1.3,10.0,18.7,-20.7,-6.7,2.7,9.3,17.3,22.7
1.638,-26.7,-16.7,-8.7,0.0,8.0,18.0,-22.0,-10.7,-0.7,6.7,16.7,22.0
1.645,-27.3,-18.0,-10.0,-2.0,6.0,16.0,-24.7,-12.0,-2.0,5.3,16.7,21.3
1.652,-28.0,-20.0,-12.0,-4.0,4.7,14.7,-25.3,-14.0,-4.0,4.7,16.7,21.3
1.659,-28.7,-21.3,-14.0,-6.0,2.7,13.3,-26.7,-16.0,-5.3,4.0,16.7,21.3
1.666,-29.3,-22.7,-15.3,-8.0,0.7,12.0,-27.3,-17.3,-7.3,3.3,16.7,21.3
1.673,-29.3,-24.0,-17.3,-9.3,-0.7,10.0,-28.0,-18.7,-8.0,3.3,16.7,20.7
1.681,-29.3,-25.3,-18.7,-11.3,-2.7,8.7,-28.7,-20.0,-10.0,3.3,16.7,20.0
1.690,-29.3,-26.7,-20.7,-13.3,-4.7,6.0,-29.3,-22.0,-11.3,3.3,16.7,19.3
1.697,-29.3,-27.3,-22.0,-15.3,-6.7,4.7,-29.3,-23.3,-12.7,3.3,16.7,18.7
1.705,-29.3,-28.0,-23.3,-16.7,-8.7,2.7,-29.3,-24.0,-13.3,3.3,16.7,18.0
1.712,-28.7,-28.7,-24.7,-18.7,-10.0,0.7,-29.3,-25.3,-14.7,2.7,16.7,17.3
1.719,-28.0,-29.3,-25.3,-20.0,-12.0,-0.7,-29.3,-26.0,-16.0,2.7,16.7,15.3
1.726,-27.3,-29.3,-26.7,-21.3,-13.3,-2.0,-29.3,-26.0,-18.7,2.0,16.7,14.0
1.733,-26.7,-30.0,-27.3,-22.7,-15.3,-4.0,-28.7,-27.3,-20.0,1.3,16.7,12.7
